0.556099,1.216302,0.556082,1.531872,
0.556064,1.216212,0.556047,1.531918,
0.556037,1.216187,0.556020,1.531888,
0.556014,1.216129,0.555998,1.531882,
0.556002,1.216062,0.555985,1.532023,
0.555982,1.216202,0.555965,1.531872,
0.555977,1.216157,0.555961,1.532009,
0.555966,1.215998,0.555948,1.532093,
0.555948,1.215974,0.555930,1.531920,
0.554583,1.215970,0.554565,1.532956,
0.554888,1.215854,0.554871,1.533198,
0.555126,1.215850,0.555109,1.532926,
0.556694,1.215822,0.556677,1.532153,
0.556587,1.215758,0.556570,1.532433,
0.556500,1.215698,0.556483,1.532430,
0.556434,1.215661,0.556417,1.532518,
0.555005,1.215685,0.554989,1.533123,
0.555246,1.215739,0.555230,1.533064,
0.555456,1.215680,0.555439,1.533294,
0.555645,1.215826,0.555628,1.533615,
0.555817,1.215804,0.555801,1.533877,
0.555978,1.215763,0.555961,1.534150,
0.556126,1.215982,0.556110,1.534356,
0.556263,1.216234,0.556247,1.534518,
0.556365,1.216442,0.556349,1.534302,
0.556446,1.216416,0.556431,1.534252,
0.556501,1.216408,0.556486,1.534005,
0.556528,1.216320,0.556512,1.533756,
0.557921,1.216493,0.557906,1.533026,
0.559036,1.216496,0.559021,1.532410,
0.558567,1.216447,0.558552,1.532918,
0.558194,1.216481,0.558179,1.533011,
0.557904,1.216603,0.557889,1.533341,
0.557665,1.216549,0.557651,1.533321,
0.558848,1.216713,0.558833,1.532823,
0.558407,1.216691,0.558392,1.532779,
0.558041,1.216611,0.558025,1.532869,
0.557739,1.216612,0.557723,1.532790,
0.557507,1.216520,0.557491,1.533180,
0.557340,1.216497,0.557323,1.533598,
0.557214,1.216392,0.557198,1.533786,
0.557126,1.216416,0.557110,1.534048,
0.557065,1.216414,0.557049,1.534223,
0.557025,1.216571,0.557008,1.534385,
0.556993,1.216490,0.556977,1.534394,
0.556955,1.216529,0.556939,1.534198,
0.556903,1.216524,0.556887,1.533870,
0.556854,1.216498,0.556838,1.533698,
0.556823,1.216489,0.556808,1.533803,
0.556817,1.216413,0.556801,1.534214,
0.556802,1.216354,0.556786,1.534130,
0.556796,1.216366,0.556780,1.534157,
0.556771,1.216314,0.556754,1.533848,
0.556745,1.216211,0.556729,1.533843,
0.556702,1.216169,0.556686,1.533490,
0.556649,1.216180,0.556633,1.533171,
0.556599,1.216108,0.556582,1.533145,
0.556574,1.216023,0.556557,1.533542,
0.556535,1.216010,0.556518,1.533196,
0.556491,1.215964,0.556473,1.533256,
0.556489,1.215871,0.556373,1.533356,
0.556498,1.215905,0.556480,1.533842,
0.556491,1.215863,0.556473,1.533635,
0.557861,1.215846,0.557843,1.532891,
0.557574,1.215823,0.557557,1.532797,
0.560144,1.215602,0.560127,1.532322,
0.559438,1.215585,0.559421,1.532519,
0.558887,1.215778,0.558870,1.533025,
0.558461,1.215761,0.558444,1.533443,
0.556739,1.215735,0.556721,1.534230,
0.556742,1.215693,0.556724,1.534400,
0.556759,1.215709,0.556742,1.534557,
0.556777,1.215683,0.556759,1.534674,
0.556777,1.215703,0.556761,1.534326,
0.556771,1.215624,0.556753,1.534412,
0.556779,1.215549,0.556760,1.534753,
0.556798,1.215566,0.556780,1.534882,
0.556803,1.215591,0.556785,1.534636,
0.556790,1.215623,0.556772,1.534371,
0.556766,1.215792,0.556747,1.534240,
0.556772,1.215787,0.556753,1.534620,
0.556763,1.215745,0.556745,1.534371,
0.556767,1.215719,0.556748,1.534595,
0.556760,1.215698,0.556741,1.534443,
0.556754,1.215702,0.556735,1.534452,
0.556748,1.215712,0.556729,1.534326,
0.556758,1.215711,0.556740,1.534537,
0.556770,1.215638,0.556752,1.534686,
0.556787,1.215815,0.556768,1.534833,
0.556840,1.215814,0.556822,1.535321,
0.556874,1.215781,0.556856,1.535208,
0.556872,1.215785,0.556843,1.534228,
0.556890,1.215767,0.556872,1.534925,
0.556910,1.215767,0.556892,1.535015,
0.556907,1.215919,0.556890,1.534775,
0.558275,1.216119,0.558258,1.534021,
0.558001,1.216207,0.557984,1.534164,
0.557768,1.216153,0.557751,1.534057,
0.558948,1.216125,0.558930,1.533300,
0.558509,1.216176,0.558492,1.533377,
