69.149170,1665435351558.507324,
52.734863,1665435351558.524170,
35.984863,1665435351558.527100,
67.285156,1665435351606.480469,
50.666016,1665435351606.484375,
34.275879,1665435351606.819336,
34.420166,1665435351623.611328,
34.538574,1665435351640.328857,
34.260986,1665435351656.828125,
59.284424,1665435351698.479736,
42.634277,1665435351698.482422,
69.955811,1665435351742.497070,
53.337402,1665435351742.499756,
36.554443,1665435351742.501709,
64.046387,1665435351786.486572,
47.324951,1665435351786.490234,
34.417236,1665435351790.331543,
34.825439,1665435351807.232666,
34.434570,1665435351823.614014,
34.202148,1665435351840.112549,
34.273926,1665435351856.681152,
34.194336,1665435351873.378662,
34.290283,1665435351890.199707,
34.207275,1665435351906.617676,
61.341064,1665435351950.500244,
44.594238,1665435351950.502686,
72.078857,1665435351994.510986,
55.334229,1665435351994.513428,
38.605957,1665435351994.515137,
66.061279,1665435352038.497559,
49.315674,1665435352038.500000,
34.172607,1665435352040.080811,
34.219727,1665435352056.775146,
34.412598,1665435352073.595947,
34.277588,1665435352090.260010,
34.270264,1665435352106.753662,
61.309814,1665435352150.496094,
44.595215,1665435352150.498535,
71.963623,1665435352194.513916,
38.534912,1665435352194.517090,
70.099121,1665435352242.653320,
53.477051,1665435352242.656250,
36.756592,1665435352242.657959,
63.951904,1665435352286.485107,
47.211426,1665435352286.491699,
30.716064,1665435352286.494385,
61.979980,1665435352334.527344,
45.243164,1665435352334.529541,
28.692139,1665435352334.531494,
55.954834,1665435352378.480957,
39.179199,1665435352378.484375,
24.591064,1665435352380.364258,
24.963867,1665435352397.486328,
24.822998,1665435352414.093262,
52.687256,1665435352458.488525,
35.932617,1665435352458.490967,
67.205811,1665435352506.486084,
50.714355,1665435352506.488770,
33.941895,1665435352506.490234,
61.178467,1665435352550.513672,
44.723633,1665435352550.516113,
27.997559,1665435352550.518799,
55.220459,1665435352594.490723,
38.602051,1665435352594.494385,
24.569580,1665435352597.120850,
24.372559,1665435352613.679932,
24.312500,1665435352630.243896,
24.507568,1665435352647.012695,
24.509033,1665435352663.807129,
50.558594,1665435352706.478760,
33.961182,1665435352706.481445,
61.209473,1665435352750.505615,
44.564453,1665435352750.507812,
27.967285,1665435352750.509521,
55.206543,1665435352794.501709,
38.614990,1665435352794.505371,
25.020508,1665435352797.693848,
24.996582,1665435352814.098877,
24.695068,1665435352830.611328,
51.864990,1665435352874.529297,
35.392334,1665435352874.531494,
66.560059,1665435352922.473145,
49.812744,1665435352922.476074,
33.285889,1665435352922.479248,
60.538330,1665435352966.492676,
43.896240,1665435352966.495605,
27.301758,1665435352966.496826,
54.594727,1665435353010.507080,
37.911865,1665435353010.510254,
24.654053,1665435353013.787354,
24.321045,1665435353030.257324,
24.071777,1665435353046.737061,
24.452637,1665435353063.587891,
50.556152,1665435353106.501221,
33.844238,1665435353106.503418,
61.194336,1665435353150.479736,
44.544922,1665435353150.483154,
27.826904,1665435353150.486084,
55.224365,1665435353194.481445,
38.596924,1665435353194.485352,
24.458496,1665435353197.112549,
25.066162,1665435353214.289551,
31.850098,1665435353254.511475,
59.236572,1665435353298.502686,
42.622803,1665435353298.505127,
25.874023,1665435353298.507324,
57.258301,1665435353346.500488,
40.474854,1665435353346.503174,
25.118408,1665435353347.616699,
25.090820,1665435353364.356201,
50.470703,1665435353406.495850,
33.987061,1665435353406.498535,
61.265625,1665435353450.524902,
44.528564,1665435353450.526855,
27.966553,1665435353450.528809,
55.278809,1665435353494.530029,
38.573730,1665435353494.533936,
33.365723,1665435353505.858887,
26.734863,1665435353516.010010,
52.520996,1665435353558.525391,
36.032715,1665435353558.528076,
63.321533,1665435353602.568848,
46.575195,1665435353602.571289,
30.060059,1665435353602.585205,
57.205811,1665435353646.505127,
40.569580,1665435353646.507812,
25.193604,1665435353647.813965,
24.549561,1665435353663.791748,
50.466064,1665435353706.486328,
33.870361,1665435353706.488770,
65.295166,1665435353754.536377,
48.507812,1665435353754.539062,
31.910400,1665435353754.540771,
59.276611,1665435353798.521729,
42.506104,1665435353798.524170,
25.875977,1665435353798.526123,
24.463867,1665435353813.775146,
24.611572,1665435353830.564941,
51.818604,1665435353874.482910,
35.090088,1665435353874.485352,
62.638916,1665435353918.567139,
45.965820,1665435353918.569092,
29.137695,1665435353918.571045,
56.694824,1665435353962.554932,
39.902832,1665435353962.559082,
24.338623,1665435353963.798828,
24.713623,1665435353980.583740,
49.917725,1665435354022.484131,
33.129639,1665435354022.486816,
60.677246,1665435354066.559570,
43.900879,1665435354066.562012,
27.174316,1665435354066.563721,
54.556885,1665435354110.478271,
37.868652,1665435354110.481934,
24.524414,1665435354113.985840,
24.536377,1665435354130.545654,
26.025391,1665435354148.659668,
24.679443,1665435354164.091553,
50.514893,1665435354206.494141,
33.830566,1665435354206.496826,
65.152832,1665435354254.513184,
48.501709,1665435354254.517090,
79.972168,1665435354302.558350,
63.103027,1665435354302.561279,
46.593506,1665435354302.576904,
29.956787,1665435354302.579102,
57.121826,1665435354346.492188,
40.511230,1665435354346.495605,
25.313477,1665435354347.903809,
25.388184,1665435354364.803467,
24.828369,1665435354380.807617,
24.760254,1665435354397.517334,
49.217773,1665435354438.474121,
32.506836,1665435354438.477051,
59.742432,1665435354482.496826,
43.273926,1665435354482.499023,
26.478760,1665435354482.500977,
53.719482,1665435354526.476807,
37.259521,1665435354526.480957,
25.098633,1665435354531.098877,
24.931152,1665435354547.694336,
25.244385,1665435354564.525635,
50.544922,1665435354606.472168,
33.728271,1665435354606.476562,
61.285889,1665435354650.508057,
44.540283,1665435354650.510742,
27.764160,1665435354650.512451,
59.134521,1665435354698.506836,
42.486816,1665435354698.510010,
25.771484,1665435354698.511719,
53.175049,1665435354742.522217,
36.530762,1665435354742.526123,
25.215088,1665435354747.961426,
25.098389,1665435354764.534668,
25.121094,1665435354781.083496,
25.055908,1665435354797.804199,
25.298828,1665435354814.637207,
25.029297,1665435354831.021729,
24.914551,1665435354847.682861,
24.912842,1665435354864.315918,
54.402100,1665435354910.521240,
37.907227,1665435354910.524414,
65.167725,1665435354954.505859,
48.350586,1665435354954.508789,
31.830322,1665435354954.510742,
59.212158,1665435354998.540283,
42.455322,1665435354998.542725,
25.920654,1665435354998.544922,
53.118652,1665435355042.480957,
36.412109,1665435355042.484375,
24.628418,1665435355047.249512,
24.523682,1665435355063.821045,
50.326660,1665435355106.474854,
33.897217,1665435355106.477539,
61.192139,1665435355150.517334,
44.443848,1665435355150.520020,
27.909424,1665435355150.521729,
55.128174,1665435355194.487305,
38.384033,1665435355194.491211,
24.324219,1665435355197.059326,
24.597656,1665435355213.925781,
48.354736,1665435355254.479980,
75.853027,1665435355298.520264,
59.166748,1665435355298.522949,
25.842285,1665435355298.525635,
53.137939,1665435355342.492188,
36.375000,1665435355342.496338,
24.452637,1665435355347.137939,
24.989990,1665435355364.317383,
50.356445,1665435355406.495605,
33.800049,1665435355406.498291,
60.988037,1665435355450.479248,
44.502686,1665435355450.481934,
27.691162,1665435355450.483398,
55.040771,1665435355494.477051,
38.511719,1665435355494.480957,
24.558594,1665435355497.290039,
24.296387,1665435355513.767578,
48.550537,1665435355554.522949,
31.803467,1665435355554.525635,
59.006836,1665435355598.481934,
42.485596,1665435355598.484863,
25.758301,1665435355598.487549,
53.024658,1665435355642.509766,
36.605713,1665435355642.513916,
24.849365,1665435355647.548584,
24.552246,1665435355664.068604,
50.549072,1665435355706.479248,
33.790283,1665435355706.482666,
61.047119,1665435355750.493408,
44.426758,1665435355750.496094,
27.801758,1665435355750.498047,
55.013184,1665435355794.484375,
38.397461,1665435355794.488770,
24.726562,1665435355797.455811,
24.729248,1665435355814.236572,
48.431152,1665435355854.538330,
31.796631,1665435355854.541016,
