16.533447,2.846257,0.406453,2.330497,0.034700,2.578841,0.022443,24.753452,1665435352422.558105,
16.278076,2.951873,0.351165,2.272743,0.025659,2.280038,0.016525,24.176744,1665435352439.280273,
16.577881,2.919217,0.352710,2.275936,0.026125,2.395243,0.016045,24.564159,1665435352455.774170,
16.861572,2.941353,0.593219,2.301838,0.022698,2.230102,0.017825,24.969980,1665435352472.548340,
16.321533,2.864083,0.351904,2.269070,0.031771,2.354708,0.023505,24.217454,1665435352489.335205,
17.061035,2.414796,0.354649,2.278330,0.021427,2.187701,0.017049,24.335774,1665435352505.792236,
16.443604,2.915396,0.347856,2.269887,0.026732,2.340596,0.015884,24.360741,1665435352522.521240,
16.421631,2.909800,0.349559,2.260231,0.027354,2.334408,0.015995,24.319982,1665435352539.270264,
16.474609,2.892135,0.351723,2.292936,0.026730,2.572214,0.015712,24.626850,1665435352555.892334,
16.464355,2.891481,0.404563,2.275437,0.030901,2.411762,0.021290,24.500493,1665435352572.551270,
16.912598,2.395970,0.375290,2.259811,0.025057,2.293393,0.015023,24.277907,1665435352589.307373,
16.432617,2.916388,0.344816,2.254292,0.025975,2.195012,0.017535,24.187447,1665435352605.931152,
16.531494,2.887552,0.342493,2.265945,0.028793,2.297562,0.019089,24.373732,1665435352622.505127,
16.483643,2.893144,0.351050,2.258526,0.026143,2.314735,0.016731,24.344733,1665435352639.298340,
16.553223,2.790847,0.381650,2.283898,0.027448,2.322418,0.018806,24.378981,1665435352655.920410,
17.039307,2.454855,0.338742,2.255514,0.027135,2.289697,0.018616,24.424897,1665435352672.520264,
16.556885,2.796058,0.355711,2.273838,0.025988,2.323864,0.014597,24.347751,1665435352689.296387,
16.499512,2.877068,0.358457,2.260747,0.021277,2.340606,0.017015,24.375425,1665435352705.943359,
16.467041,2.895710,0.352680,2.270283,0.026644,2.348726,0.021809,24.383570,1665435352722.542236,
16.559570,2.820504,0.346945,2.286042,0.027260,2.379224,0.016235,24.436833,1665435352739.295166,
16.801758,2.550064,0.354519,2.265502,0.025870,2.373597,0.016838,24.389190,1665435352755.890137,
16.571289,2.947362,0.399451,2.273786,0.025289,2.663286,0.029148,24.910337,1665435352772.673340,
16.794189,2.781199,0.362615,2.392950,0.033522,2.509781,0.014759,24.889727,1665435352789.102295,
16.416504,2.978544,0.409126,2.303378,0.025538,2.437087,0.017117,24.588011,1665435352805.916260,
16.364258,2.850737,0.354820,2.268158,0.025849,2.376784,0.021284,24.262685,1665435352822.664307,
17.278320,2.227603,0.350212,2.256787,0.021187,2.240056,0.016841,24.391896,1665435352839.139404,
16.462891,2.864646,0.363313,2.262170,0.024808,2.332861,0.016423,24.327830,1665435352855.913330,
16.486084,2.886179,0.337182,2.250265,0.021743,2.237649,0.017640,24.237467,1665435352872.663330,
16.568115,2.853608,0.348828,2.255154,0.025761,2.352836,0.014890,24.419935,1665435352889.193115,
16.429688,2.854607,0.349504,2.261345,0.023034,2.286085,0.019999,24.224972,1665435352905.954346,
16.868896,2.391554,0.349862,2.261803,0.026140,2.347444,0.016165,24.262757,1665435352922.599121,
16.520264,2.891891,0.354089,2.261272,0.020301,2.190134,0.016355,24.254953,1665435352939.195312,
16.542969,2.910045,0.353780,2.275245,0.028920,2.338590,0.018366,24.468925,1665435352955.912109,
16.421143,2.921774,0.372254,2.276526,0.028748,2.194287,0.018076,24.233739,1665435352972.598389,
16.596436,3.023196,0.417216,2.322558,0.023581,2.189211,0.014898,24.587895,1665435352989.133301,
16.763428,2.557492,0.350971,2.258482,0.027783,2.245557,0.017564,24.222175,1665435353005.936279,
16.389648,2.752255,0.350572,2.260093,0.020804,2.184219,0.016230,23.974513,1665435353022.665283,
16.618164,2.896094,0.351324,2.252391,0.019671,2.183893,0.015085,24.337323,1665435353039.135254,
16.446777,2.874874,0.350739,2.253226,0.026699,3.200984,0.017792,25.171880,1665435353055.945312,
16.695312,2.813779,0.338199,2.257494,0.027451,2.499627,0.017512,24.650391,1665435353072.659180,
16.765869,2.599622,0.357166,2.280212,0.026345,2.472361,0.015030,24.517364,1665435353089.285400,
16.529053,2.800752,0.350364,2.264395,0.026678,2.427121,0.018392,24.417503,1665435353105.938232,
16.453613,2.894346,0.414649,2.316860,0.029333,2.602246,0.023102,24.735094,1665435353122.659424,
16.562012,2.907427,0.346610,2.258340,0.027170,2.594403,0.017071,24.713982,1665435353139.257324,
16.526611,2.892687,0.350273,2.261891,0.026235,3.293768,0.018602,25.370893,1665435353155.888428,
16.766846,2.575814,0.353529,2.273883,0.021847,2.376387,0.022695,24.391740,1665435353172.654297,
16.510986,2.883421,0.358231,2.260026,0.019622,2.897145,0.019089,24.949291,1665435353189.223145,
16.844971,3.193122,0.427446,2.515484,0.034100,3.950959,0.021019,26.988384,1665435353222.661377,
17.432373,2.484938,0.420518,2.429823,0.031288,2.883125,0.035676,25.719312,1665435353239.266357,
17.214111,2.766594,0.360095,2.505701,0.026141,2.983419,0.022159,25.879597,1665435353255.882324,
17.175781,2.594892,0.351091,2.439630,0.020907,2.500678,0.015905,25.099980,1665435353272.633301,
16.439453,2.985719,0.361704,2.284438,0.034824,3.467172,0.014316,25.588333,1665435353289.242432,
16.229248,3.098839,0.403706,2.511315,0.062858,4.090562,0.026320,26.423585,1665435353306.028320,
16.565918,2.950751,0.348844,2.280863,0.030512,2.860586,0.015121,25.053275,1665435353322.498291,
16.430176,3.003006,0.374027,2.293173,0.025256,2.815912,0.015922,24.958330,1665435353339.265381,
16.550537,2.739266,0.354182,2.250958,0.026230,2.388102,0.016774,24.326770,1665435353356.025391,
16.603516,2.885316,0.347678,2.246040,0.026577,2.340714,0.017205,24.467757,1665435353372.511230,
16.464600,2.880249,0.350348,2.247330,0.026473,2.341483,0.014133,24.325712,1665435353389.259277,
16.366943,2.902360,0.367397,2.248579,0.026350,2.324481,0.016853,24.253796,1665435353405.998291,
16.510498,2.886068,0.351068,2.244976,0.025238,2.357237,0.015958,24.391735,1665435353422.562256,
16.661377,2.673531,0.358836,2.264690,0.020303,2.385876,0.016532,24.381872,1665435353439.251221,
16.357666,2.906464,0.350334,2.259735,0.019759,2.369760,0.016338,24.281027,1665435353455.960205,
25.683838,0.942890,1.689727,2.373956,0.025389,2.505383,0.020428,33.242710,1665435353472.493408,
18.366699,2.838343,0.348464,2.359563,0.027817,2.696271,0.011954,26.649925,1665435353489.275391,
16.634766,2.862110,0.357544,2.427855,0.029393,3.279976,0.033878,25.626479,1665435353506.004150,
17.183594,2.745100,0.359282,2.403746,0.021965,2.757075,0.018089,25.489962,1665435353522.495117,
16.521973,2.979106,0.423460,2.317072,0.021018,2.456580,0.016191,24.736169,1665435353539.247314,
16.309082,2.954657,0.355616,2.261013,0.025890,2.354025,0.021996,24.283030,1665435353555.996094,
16.704346,2.748998,0.361502,2.306737,0.026226,2.463376,0.021855,24.633899,1665435353572.525391,
16.361328,3.083509,0.425783,2.373453,0.022449,2.689444,0.019993,24.976646,1665435353589.299316,
17.011963,2.491074,0.375608,2.289005,0.026118,2.623780,0.022562,24.840864,1665435353605.938232,
16.420898,3.007777,0.386562,2.265511,0.023608,2.971007,0.016768,25.092953,1665435353622.620117,
16.676270,2.755550,0.358037,2.255741,0.021319,2.323881,0.016399,24.407889,1665435353639.242188,
16.528320,2.850755,0.492136,2.279029,0.033740,2.407568,0.018604,24.611234,1665435353656.020264,
16.465576,2.887221,0.463977,2.267073,0.024074,2.315244,0.017571,24.441649,1665435353672.618164,
16.680664,2.704233,0.347442,2.250842,0.021964,2.331084,0.013490,24.350578,1665435353689.241455,
16.494141,2.863303,0.420383,2.270068,0.032175,2.477371,0.017804,24.576358,1665435353706.031250,
16.391113,2.965899,0.348074,2.262082,0.026933,2.392577,0.017109,24.404599,1665435353722.630127,
16.534912,2.867953,0.350228,2.257461,0.027571,2.353844,0.017861,24.410669,1665435353739.245361,
16.510742,2.838460,0.353960,2.273277,0.026921,2.439789,0.017684,24.461831,1665435353756.018066,
16.776855,2.579107,0.420138,2.262310,0.020903,2.441135,0.015158,24.516386,1665435353772.650146,
16.343506,2.940152,0.356681,2.252527,0.025822,2.413515,0.014602,24.347572,1665435353789.311279,
16.575439,2.881736,0.366700,2.265612,0.021686,2.368817,0.017436,24.498135,1665435353805.953369,
16.466553,2.882625,0.390703,2.294682,0.026330,2.469634,0.017719,24.549064,1665435353822.664307,
16.351562,2.862856,0.351748,2.252043,0.026279,2.403442,0.016218,24.264823,1665435353839.395264,
16.893555,2.562092,0.354837,2.242940,0.020930,2.309185,0.017546,24.401768,1665435353855.928223,
16.602783,2.891607,0.338084,2.264168,0.022761,2.360569,0.018219,24.499011,1665435353872.603271,
16.318359,2.814513,0.390137,2.253781,0.020369,2.359684,0.014277,24.171781,1665435353889.433350,
16.598389,2.927629,0.347798,2.278552,0.027850,2.489378,0.019633,24.690068,1665435353905.860352,
16.481445,2.918086,0.356168,2.244301,0.020841,2.372382,0.016956,24.411030,1665435353922.656250,
16.612549,2.513256,0.352301,2.270189,0.025426,2.492163,0.016423,24.283077,1665435353939.460449,
16.630859,2.842720,0.347032,2.261189,0.020995,2.436535,0.018765,24.558876,1665435353955.870117,
16.473877,2.898044,0.359232,2.259422,0.021648,2.504741,0.018896,24.536631,1665435353972.566162,
16.422119,2.875592,0.346702,2.274838,0.028377,2.529666,0.014360,24.492772,1665435353989.357422,
16.587158,2.962230,0.350552,2.280597,0.027161,2.509398,0.016339,24.734241,1665435354005.882324,
16.814941,2.518251,0.358185,2.282049,0.022026,2.355476,0.016894,24.368517,1665435354022.661377,
16.317383,2.938121,0.354850,2.257863,0.026404,2.453961,0.016746,24.366113,1665435354039.389160,
16.680420,2.950092,0.348622,2.252670,0.021396,2.351319,0.019234,24.624837,1665435354055.921143,
16.822510,2.658200,0.339909,2.258807,0.023683,2.370656,0.017399,24.492210,1665435354072.613281,
16.416748,2.855166,0.352402,2.261106,0.026363,2.510183,0.014737,24.437584,1665435354089.461182,
16.864990,2.479203,0.353412,2.251896,0.027103,2.423769,0.017114,24.418213,1665435354106.009277,
16.619873,2.820638,0.385869,2.343908,0.031316,2.775414,0.024418,25.002477,1665435354122.634277,
16.485596,2.937074,0.357823,2.288437,0.024731,2.462665,0.020021,24.577371,1665435354139.412109,
16.701904,2.821743,0.344554,2.272060,0.022524,2.383139,0.018225,24.565033,1665435354155.979248,
16.474854,2.873785,0.351730,2.259506,0.026830,2.521203,0.018608,24.527232,1665435354172.666260,
16.713623,2.718035,0.388139,2.341459,0.029467,3.532492,0.022500,25.746632,1665435354189.360352,
18.303955,1.336177,0.428924,2.443466,0.037134,2.956537,0.035904,25.543513,1665435354206.015137,
17.080811,3.873358,2.147969,2.598055,0.025785,6.009072,0.030189,31.766396,1665435354222.586426,
21.581787,2.198002,0.430197,2.526313,0.042538,3.118899,0.028023,29.927218,1665435354239.458252,
16.733887,3.133429,0.418888,2.391713,0.033992,3.116025,0.018483,25.847754,1665435354255.983398,
17.312744,2.622535,0.362930,2.306477,0.033274,3.200079,0.017710,25.856967,1665435354272.622314,
16.478760,2.940076,0.354480,2.365041,0.022979,3.138229,0.015479,25.315841,1665435354289.370361,
16.402832,3.063756,0.374005,2.322436,0.026537,2.479580,0.016842,24.686745,1665435354305.984375,
16.494873,3.059633,0.367561,2.281686,0.026947,2.882575,0.017741,25.131815,1665435354322.590088,
16.393066,2.958693,0.344881,2.270728,0.032592,3.193484,0.034917,25.229160,1665435354339.415283,
16.916748,2.468949,0.348525,2.257265,0.021469,2.672268,0.018467,24.704855,1665435354355.979248,
16.279297,2.974313,0.344477,2.248012,0.025983,2.781717,0.017129,24.671654,1665435354372.757324,
16.523926,2.935495,0.343643,2.241406,0.031043,2.764809,0.016774,24.858119,1665435354389.256104,
16.414062,2.980922,0.347085,2.254443,0.025722,2.694019,0.017398,24.734358,1665435354405.970215,
16.239502,2.927332,0.354507,2.262828,0.020775,2.638362,0.016620,24.460685,1665435354422.754395,
17.069824,2.465710,0.349010,2.258307,0.029930,2.308133,0.016706,24.498512,1665435354439.225342,
16.496826,2.884678,0.348828,2.260907,0.021246,2.238822,0.017001,24.269011,1665435354456.022217,
16.311523,2.886287,0.341923,2.282839,0.025124,2.861573,0.019535,24.730021,1665435354472.757324,
16.668701,2.877855,0.350264,2.274057,0.028094,2.427951,0.016177,24.643934,1665435354489.221436,
16.423828,2.928413,0.350395,2.262083,0.027832,3.009334,0.018824,25.021512,1665435354506.000488,
16.785889,2.473463,0.358859,2.261125,0.021028,2.890579,0.016644,24.808407,1665435354522.763184,
16.531494,2.899509,0.355416,2.279108,0.027207,3.043423,0.016641,25.153741,1665435354539.281250,
16.694336,2.893469,0.415700,2.270041,0.022916,2.918563,0.019591,25.235658,1665435354555.927246,
16.370361,2.858471,0.436794,2.305576,0.023328,2.934343,0.017589,24.947143,1665435354572.748291,
16.702637,2.786120,0.352223,2.269874,0.021287,2.928172,0.017644,25.078668,1665435354589.222168,
16.957520,2.446779,0.350481,2.275836,0.016610,2.859552,0.017010,24.924435,1665435354605.970215,
16.645508,2.744429,0.349408,2.272806,0.025790,2.888540,0.019034,24.946332,1665435354622.748047,
16.628174,2.784985,0.351856,2.258679,0.016845,2.909260,0.017142,24.967713,1665435354639.372314,
16.487549,2.835851,0.350816,2.276589,0.024203,2.917743,0.020182,24.913743,1665435354656.023193,
16.616211,2.829990,0.380112,2.261285,0.019051,2.945697,0.019558,25.072915,1665435354672.740234,
16.922852,2.490816,0.343743,2.266246,0.017481,2.941570,0.016711,25.000289,1665435354689.347412,
16.582520,2.842534,0.404582,2.323718,0.017176,2.925675,0.018816,25.115792,1665435354705.995361,
16.671875,2.732077,0.384409,2.274189,0.023913,2.976233,0.018509,25.081944,1665435354722.746338,
16.489990,2.831813,0.353071,2.267530,0.021989,2.959154,0.019843,24.944086,1665435354739.436279,
16.672607,2.771494,0.357037,2.286846,0.017074,2.868013,0.018389,24.992141,1665435354755.962402,
17.037109,2.300969,0.355141,2.258157,0.022807,2.909253,0.017674,24.901825,1665435354772.748291,
16.761230,2.808372,0.390612,2.324444,0.019534,2.845321,0.017864,25.168370,1665435354789.338379,
16.728516,2.720850,0.358965,2.264457,0.024629,2.783679,0.019385,24.901910,1665435354805.992188,
16.710205,2.698564,0.357255,2.270714,0.015776,2.728238,0.017686,24.799377,1665435354822.768311,
16.576416,2.753022,0.355976,2.298020,0.015622,2.755256,0.016482,24.771662,1665435354839.403320,
16.758301,2.505130,0.353056,2.280651,0.022494,3.279895,0.017657,25.218010,1665435354856.119385,
16.648438,2.819124,0.342792,2.271730,0.018954,2.557388,0.019000,24.678477,1665435354872.617188,
16.697021,2.738257,0.483065,2.285398,0.023845,2.631184,0.017217,24.877084,1665435354889.338379,
16.499512,2.822069,0.343509,2.260712,0.018022,2.630887,0.020949,24.596462,1665435354906.158447,
16.740723,2.703363,0.398034,2.279980,0.022387,2.630757,0.018494,24.794482,1665435354922.680420,
16.986572,2.461218,0.357103,2.275718,0.022809,2.598123,0.018523,24.720770,1665435354939.328369,
16.512207,2.744032,0.351767,2.256577,0.016774,2.633749,0.018899,24.534710,1665435354956.087402,
16.631348,2.916741,0.384291,2.268226,0.024020,2.623156,0.019591,24.868088,1665435354972.624268,
16.502930,2.843527,0.352645,2.330168,0.015861,2.418114,0.014855,24.478741,1665435354989.362061,
16.418457,2.828195,0.345136,2.256520,0.015471,2.386613,0.017993,24.269071,1665435355006.072266,
17.043945,2.402496,0.419622,2.253732,0.015087,2.372366,0.016455,24.524311,1665435355022.621094,
16.559082,2.869226,0.364054,2.260785,0.015658,2.317832,0.016152,24.403346,1665435355039.297363,
16.298828,2.847754,0.348221,2.242474,0.015154,2.270023,0.017661,24.040755,1665435355056.148193,
16.754150,2.848586,0.340519,2.255813,0.017392,2.428752,0.019861,24.666074,1665435355072.580322,
16.421631,2.904208,0.351784,2.240767,0.015755,2.367262,0.014839,24.316917,1665435355089.325195,
16.668457,2.585904,0.350249,2.270939,0.022268,2.705207,0.016289,24.620069,1665435355106.076172,
16.677979,2.844182,0.384416,2.324601,0.024212,2.561835,0.021134,24.839129,1665435355122.612305,
16.587891,2.860787,0.340516,2.255487,0.016205,2.430384,0.022282,24.514274,1665435355139.359131,
16.550049,2.882365,0.355502,2.254174,0.014894,2.636008,0.018156,24.711948,1665435355156.107178,
16.400391,2.915523,0.351102,2.255167,0.016741,2.298939,0.018301,24.256872,1665435355172.735352,
16.847168,2.498456,0.361481,2.251300,0.015217,2.437099,0.019186,24.430485,1665435355189.328369,
16.710449,2.968726,0.795912,2.416964,0.019251,2.779179,0.035290,25.726811,1665435355206.125244,
22.486328,2.893523,1.038177,2.537807,0.022082,3.538854,0.019769,32.537706,1665435355222.667236,
20.614990,1.833347,0.632044,2.436901,0.018103,2.775836,0.018781,28.331729,1665435355239.356201,
16.875488,2.918962,0.361904,2.262833,0.028220,2.404957,0.017513,24.870889,1665435355272.683350,
16.781738,2.585202,0.357612,2.263025,0.020268,2.429548,0.014059,24.452169,1665435355289.354248,
