0.583988,0.701873,0.583971,1.761878,
0.584228,0.702136,0.584210,1.763260,
0.584455,0.702134,0.584437,1.763758,
0.584586,0.702144,0.584569,1.763779,
0.584834,0.702185,0.584816,1.765189,
0.585040,0.702148,0.585022,1.765272,
0.585183,0.702090,0.585165,1.765360,
0.585269,0.702071,0.585251,1.764332,
0.585350,0.702012,0.585331,1.764548,
0.585408,0.702039,0.585389,1.764602,
0.585463,0.702009,0.585444,1.764670,
0.585517,0.702073,0.585499,1.764647,
0.585570,0.702081,0.585552,1.764699,
0.585567,0.702118,0.585550,1.763881,
0.585625,0.702128,0.585608,1.764921,
0.585680,0.702086,0.585662,1.765029,
0.585733,0.702087,0.585715,1.765063,
0.584221,0.702278,0.584203,1.766164,
0.584145,0.702273,0.584127,1.766309,
0.584560,0.702332,0.584541,1.766849,
0.584837,0.702503,0.584818,1.765734,
0.585048,0.702418,0.585028,1.765487,
0.584998,0.702488,0.584979,1.765543,
0.585206,0.702550,0.585187,1.765898,
0.585209,0.702876,0.585190,1.766046,
0.585495,0.702746,0.585477,1.767783,
0.585732,0.702820,0.585714,1.767822,
0.585902,0.702727,0.585884,1.767427,
0.586283,0.703107,0.586264,1.771557,
0.586543,0.703047,0.586524,1.771707,
0.586746,0.703491,0.586727,1.770516,
0.586800,0.702924,0.586782,1.768451,
0.586822,0.702797,0.586804,1.768138,
0.586902,0.702657,0.586884,1.769104,
0.586964,0.702797,0.586946,1.769207,
0.587031,0.702840,0.587013,1.769401,
0.587026,0.702718,0.587007,1.768354,
0.586972,0.702781,0.586953,1.767496,
0.586938,0.702725,0.586920,1.767630,
0.586930,0.702738,0.586912,1.767670,
0.586928,0.702718,0.586909,1.767753,
0.586998,0.702835,0.586981,1.769297,
0.587301,0.702801,0.587283,1.773398,
0.587777,0.702910,0.587760,1.777273,
0.588194,0.702902,0.588177,1.777390,
0.588544,0.702792,0.588527,1.777576,
0.587480,0.703151,0.587463,1.782366,
0.587799,0.703302,0.587782,1.782673,
0.588455,0.703164,0.588437,1.781898,
0.588931,0.703116,0.588914,1.780782,
0.589329,0.703098,0.589312,1.780877,
0.589725,0.703142,0.589707,1.782054,
0.590011,0.703339,0.589992,1.781453,
0.588584,0.703126,0.588566,1.780721,
0.588988,0.703230,0.588969,1.780006,
0.589277,0.703231,0.589259,1.779201,
0.589222,0.703236,0.589204,1.779503,
0.589561,0.703106,0.589543,1.780724,
0.589656,0.703342,0.589639,1.777591,
0.589557,0.703260,0.589540,1.777866,
0.589580,0.703335,0.589562,1.776361,
0.589445,0.703298,0.589428,1.776547,
0.589436,0.703279,0.589419,1.775450,
0.589622,0.703486,0.589605,1.778634,
0.588154,0.703434,0.588137,1.778632,
0.590207,0.703538,0.590190,1.778995,
0.590255,0.703413,0.590238,1.778620,
0.590149,0.703377,0.590133,1.776151,
0.590069,0.703517,0.590052,1.776368,
0.589977,0.703721,0.589960,1.775847,
0.589891,0.703647,0.589874,1.775676,
0.588219,0.703705,0.588202,1.775939,
0.588514,0.703639,0.588498,1.776876,
0.588775,0.703691,0.588759,1.777152,
0.588797,0.703499,0.588780,1.777276,
0.587629,0.703650,0.587613,1.781341,
0.588225,0.703536,0.588207,1.780273,
0.588670,0.703462,0.588652,1.779555,
0.588712,0.703531,0.588695,1.779718,
0.588966,0.703480,0.588949,1.777699,
0.588905,0.703517,0.588888,1.777870,
0.588857,0.703727,0.588840,1.778009,
0.588830,0.703722,0.588814,1.778102,
0.589188,0.703642,0.589170,1.779817,
0.589379,0.703864,0.589362,1.778022,
0.591276,0.704072,0.591259,1.780036,
0.589467,0.703760,0.589449,1.777865,
0.589485,0.703724,0.589468,1.775982,
0.589411,0.703674,0.589394,1.776103,
0.589390,0.703654,0.589372,1.775202,
0.589287,0.703869,0.589269,1.773758,
0.589167,0.704055,0.589149,1.773178,
0.588964,0.704004,0.588946,1.771410,
0.588738,0.703933,0.588720,1.770390,
0.588447,0.703938,0.588430,1.768570,
0.588186,0.703948,0.588169,1.768488,
0.586335,0.704012,0.586318,1.767622,
0.586410,0.703918,0.586393,1.767496,
0.586212,0.703906,0.586194,1.767410,
0.586027,0.703840,0.586010,1.767301,
